"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"ACCEPTED","S13010","11-25-2026","174521893","","1","1","8868241AAP16","Terminal 775/24","1778","","1778","1778","","12-11-2026","12-11-2026","KCR-Kansas CityMO","15.42","27416.76","USD","Rosa Cantu","Net 150 Qrtly","04-20-2026"
"ACCEPTED","S13010","12-04-2026","174530800","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","12-15-2026","12-15-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","11-23-2026","174526731","","1","1","41A296332AJP3","Clamp","42","","42","42","","12-02-2026","12-02-2026","EEM-Erie Electronics Manufacturing","98.74","4147.08","USD","James Green","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","08-27-2026","174531825","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","105","","105","105","","09-11-2026","09-11-2026","Wabtec Plainfield Warehouse","20.92","2196.6","USD","Valeria Parra","Net 150 Qrtly","04-26-2026"
"ACCEPTED","S13010","09-25-2026","174520053","","1","1","84B526562AJP1","TERMINAL","3","","3","3","","10-06-2026","10-06-2026","EPM-B6","475.37","1426.11","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","10-16-2026","174515946","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","16","","16","16","","10-27-2026","10-27-2026","EKD-B12","33.96","543.36","USD","James Green","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","10-09-2026","174518571","","1","1","84C620843P1","Terminal","15","","15","15","","10-20-2026","10-20-2026","EPM-B6","108.92","1633.8","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","10-13-2026","174516029","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","28","","28","28","","10-26-2026","10-26-2026","TXD - Texas Locomotive Distribution","33.96","950.88","USD","Tiffany DeMeritt","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","12-09-2026","174513822","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","159","","159","159","","12-18-2026","12-18-2026","CLE - Cleveland Svc","21.7","3450.3","USD","Rosa Cantu","Net 150 Qrtly","04-14-2026"
"ACCEPTED","S13010","10-16-2026","174515945","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","","15","15","","10-27-2026","10-27-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","09-18-2026","174518491","","1","1","84B535634AUG1","BUSBAR","4","","4","4","","10-01-2026","10-01-2026","TXO - Texas OHV Manufacturing","304.75","1219","USD","Alfonso Escobar","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","01-01-2027","174525395","","1","1","8868241AAP16","Terminal 775/24","83","","83","83","","01-12-2027","01-12-2027","EPM-B6","15.42","1279.86","USD","James Green","Net 150 Qrtly","04-21-2026"
"ACCEPTED","S13010","03-29-2027","174496886","","1","1","84D718635G3","Bus Ring       T3","5","","5","5","","04-07-2027","04-07-2027","B063 -Erie Parts Whs","1608.71","8043.55","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","08-14-2026","210446626","","1","1","8868241AAP16","Terminal 775/24","750","","750","750","","09-01-2026","09-01-2026","XMM - BAF Laredo","15.42","11565","USD","Celina Hernandez","Net 150 Qrtly","03-13-2026"
"ACCEPTED","S13010","08-07-2026","210446073","","1","1","8868241AAP16","Terminal 775/24","400","","400","400","","08-25-2026","08-25-2026","XMM - BAF Laredo","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","03-06-2026"
"ACCEPTED","S13010","02-15-2027","174505015","","1","1","84C622950G1","Latch Asm","16","","16","16","","02-24-2027","02-24-2027","EKD-B12","120.68","1930.88","USD","James Green","Net 150 Qrtly","04-07-2026"
"ACCEPTED","S13010","03-22-2027","174496892","","1","1","84D718635G4","Bus Ring       T0","5","","5","5","","03-31-2027","03-31-2027","B063 -Erie Parts Whs","1847.24","9236.2","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","01-27-2027","174503198","","1","1","84D718635G3","Bus Ring       T3","5","","5","5","","02-11-2027","02-11-2027","Wabtec Plainfield Warehouse","1608.71","8043.55","USD","Valeria Parra","Net 150 Qrtly","04-05-2026"
"ACCEPTED","S13010","04-26-2027","174496890","","1","1","84D718635G3","Bus Ring       T3","5","","5","5","","05-05-2027","05-05-2027","B063 -Erie Parts Whs","1608.71","8043.55","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","07-31-2026","210445415","","1","1","8868241AAP16","Terminal 775/24","350","","350","350","","08-18-2026","08-18-2026","XMM - BAF Laredo","15.42","5397","USD","Celina Hernandez","Net 150 Qrtly","02-27-2026"
"ACCEPTED","S13010","12-15-2026","174516776","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","12-31-2026","12-31-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","04-16-2026"
"ACCEPTED","S13010","12-07-2026","174508723","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","30","","30","30","","12-23-2026","12-23-2026","LVR-Las Vegas NV-NC","21.7","651","USD","Rosa Cantu","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","01-22-2027","174513996","","1","1","41A264589G1","FINGER ASM","255","","255","255","","02-02-2027","02-02-2027","EEM-Erie Electronics Manufacturing","26.23","6688.65","USD","James Green","Net 150 Qrtly","04-14-2026"
"ACCEPTED","S13010","04-12-2027","174496912","","1","1","84D718635G4","Bus Ring       T0","5","","5","5","","04-21-2027","04-21-2027","B063 -Erie Parts Whs","1847.24","9236.2","USD","Valeria Parra","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","01-22-2027","174517160","","1","1","41A264589G1","FINGER ASM","240","","240","240","","02-02-2027","02-02-2027","EEM-Erie Electronics Manufacturing","26.23","6295.2","USD","James Green","Net 150 Qrtly","04-16-2026"
"ACCEPTED","S13010","12-02-2026","174511515","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","36","","36","36","","12-18-2026","12-18-2026","LVR-Las Vegas NV-NC","21.7","781.2","USD","Rosa Cantu","Net 150 Qrtly","04-12-2026"
"ACCEPTED","S13010","02-11-2027","174497592","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","78","","78","78","","02-22-2027","02-22-2027","EPM-B6","28.53","2225.34","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","02-24-2027","174506228","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","103","","103","103","","03-05-2027","03-05-2027","EPM-B6","28.53","2938.59","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","01-12-2027","174506584","","1","1","41A264589G1","FINGER ASM","111","","111","111","","01-21-2027","01-21-2027","EEM-Erie Electronics Manufacturing","26.23","2911.53","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","12-02-2026","174526554","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","30","","30","30","","12-18-2026","12-18-2026","LVR-Las Vegas NV-NC","21.7","651","USD","Rosa Cantu","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","07-31-2026","210445493","","1","1","8868241AAP16","Terminal 775/24","350","","350","350","","08-18-2026","08-18-2026","XMM - BAF Laredo","15.42","5397","USD","Celina Hernandez","Net 150 Qrtly","03-01-2026"
"ACCEPTED","S13010","01-12-2027","174498365","","1","1","41A264589G1","FINGER ASM","230","","230","230","","01-21-2027","01-21-2027","EEM-Erie Electronics Manufacturing","26.23","6032.9","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","12-15-2026","174519645","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","12-31-2026","12-31-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","12-15-2026","174526555","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","12-31-2026","12-31-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","02-16-2027","174511026","","1","1","84C622950G1","Latch Asm","16","","16","16","","02-25-2027","02-25-2027","EKD-B12","120.68","1930.88","USD","James Green","Net 150 Qrtly","04-12-2026"
"ACCEPTED","S13010","07-08-2026","174392430","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","07-24-2026","07-24-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","01-15-2026"
"ACCEPTED","S13010","02-16-2027","174463416","","1","1","8868241AAP16","Terminal 775/24","36","","36","36","","02-25-2027","02-25-2027","ELM-B10","12.12","436.32","USD","James Green","Net 150 Qrtly","03-10-2026"
"ACCEPTED","S13010","07-10-2026","210442890","","1","1","8868241AAP16","Terminal 775/24","350","","350","350","","07-28-2026","07-28-2026","XMM - BAF Laredo","15.42","5397","USD","Celina Hernandez","Net 150 Qrtly","01-15-2026"
"ACCEPTED","S13010","04-30-2026","174277912","","1","1","41C663102G1","NUCLEO DE RUPTURA 1000V","8","","8","","8","05-11-2026","05-11-2026","EEM-Erie Electronics Manufacturing","293.66","2349.28","USD","James Green","Net 150 Qrtly","09-28-2025"
"ACCEPTED","S13010","02-16-2026","174351187","","1","1","84D713467P1","Bus Bar","4","3","1","1","3","02-27-2026","05-29-2026","TXW - Texas OHV Distribution","1243.29","4973.16","USD","Alfonso Escobar","Net 150 Qrtly","11-30-2025"
"ACCEPTED","S13010","06-25-2026","174502783","","1","1","84B535634AUG1","BUSBAR","3","","3","3","","07-08-2026","07-08-2026","TXO - Texas OHV Manufacturing","304.75","914.25","USD","Alfonso Escobar","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","07-23-2026","174293429","","1","1","84C620845P2","Terminal","10","","10","10","","08-03-2026","08-03-2026","EPM-B6","49.33","493.3","USD","James Green","Net 150 Qrtly","10-10-2025"
"ACCEPTED","S13010","07-07-2026","174503173","","1","1","84B535634AUG1","BUSBAR","3","","3","3","","07-20-2026","07-20-2026","TXO - Texas OHV Manufacturing","304.75","914.25","USD","Alfonso Escobar","Net 150 Qrtly","04-05-2026"
"ACCEPTED","S13010","05-11-2026","174199096","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","7","","7","7","","05-26-2026","05-26-2026","Wabtec Plainfield Warehouse","59.55","416.85","USD","Valeria Parra","Net 150 Qrtly","07-27-2025"
"ACCEPTED","S13010","08-14-2026","174409024","","1","1","84B529861AFG1","BUSBAR ASM","30","","30","30","","08-27-2026","08-27-2026","TXL - Texas Locomotive Manufacturing","22.27","668.1","USD","Tiffany DeMeritt","Net 150 Qrtly","01-29-2026"
"ACCEPTED","S13010","07-22-2026","174371682","","1","1","84D713467P1","Bus Bar","6","","6","6","","08-04-2026","08-04-2026","TXO - Texas OHV Manufacturing","1243.29","7459.74","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","07-17-2026","174429273","","1","1","84B526562AJP1","TERMINAL","3","","3","3","","07-28-2026","07-28-2026","EPM-B6","475.37","1426.11","USD","James Green","Net 150 Qrtly","02-13-2026"
"ACCEPTED","S13010","05-11-2026","174207487","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","12","","12","12","","05-26-2026","05-26-2026","Wabtec Plainfield Warehouse","59.55","714.6","USD","Valeria Parra","Net 150 Qrtly","08-03-2025"
"ACCEPTED","S13010","05-27-2026","174059120","","1","1","84C622950G1","Latch Asm","32","","32","32","","06-05-2026","06-05-2026","EKD-B12","115.48","3695.36","USD","James Green","Net 150 Qrtly","04-01-2025"
"ACCEPTED","S13010","07-01-2026","174371681","","1","1","84D713467P1","Bus Bar","4","","4","4","","07-14-2026","07-14-2026","TXO - Texas OHV Manufacturing","1243.29","4973.16","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","05-05-2026","174011802","","1","1","84C622950G1","Latch Asm","16","","16","","16","05-14-2026","05-14-2026","EKD-B12","115.48","1847.68","USD","James Green","Net 150 Qrtly","02-21-2025"
"ACCEPTED","S13010","08-26-2026","174371679","","1","1","84D713467P1","Bus Bar","5","","5","5","","09-08-2026","09-08-2026","TXO - Texas OHV Manufacturing","1243.29","6216.45","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","05-11-2026","174207486","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","7","","7","7","","05-26-2026","05-26-2026","Wabtec Plainfield Warehouse","59.55","416.85","USD","Valeria Parra","Net 150 Qrtly","08-03-2025"
"ACCEPTED","S13010","08-13-2026","174502784","","1","1","84B535634AUG1","BUSBAR","3","","3","3","","08-26-2026","08-26-2026","TXO - Texas OHV Manufacturing","304.75","914.25","USD","Alfonso Escobar","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","07-09-2026","174371618","","1","1","84D713467P1","Bus Bar","5","","5","5","","07-22-2026","07-22-2026","TXO - Texas OHV Manufacturing","1243.29","6216.45","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","05-12-2026","174050501","","1","1","84C622950G1","Latch Asm","16","","16","16","","05-21-2026","05-21-2026","EKD-B12","115.48","1847.68","USD","James Green","Net 150 Qrtly","03-25-2025"
"ACCEPTED","S13010","05-20-2026","174049605","","1","1","84C622950G1","Latch Asm","16","","16","16","","05-29-2026","05-29-2026","EKD-B12","115.48","1847.68","USD","James Green","Net 150 Qrtly","03-24-2025"
"ACCEPTED","S13010","05-14-2026","174371616","","1","1","84D713467P1","Bus Bar","3","","3","3","","05-27-2026","05-27-2026","TXO - Texas OHV Manufacturing","1243.29","3729.87","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","06-15-2026","174302932","","1","1","84C620843P1","Terminal","12","","12","12","","06-24-2026","06-24-2026","EPM-B6","108.92","1307.04","USD","James Green","Net 150 Qrtly","10-17-2025"
"ACCEPTED","S13010","06-24-2026","174371619","","1","1","84D713467P1","Bus Bar","5","","5","5","","07-07-2026","07-07-2026","TXO - Texas OHV Manufacturing","1243.29","6216.45","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","05-20-2026","174371704","","1","1","84D713467P1","Bus Bar","9","","9","9","","06-02-2026","06-02-2026","TXO - Texas OHV Manufacturing","1243.29","11189.61","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","08-18-2026","174068339","","1","1","84C622950G1","Latch Asm","32","","32","32","","08-27-2026","08-27-2026","EKD-B12","115.48","3695.36","USD","James Green","Net 150 Qrtly","04-06-2025"
"ACCEPTED","S13010","05-13-2026","174371703","","1","1","84D713467P1","Bus Bar","4","","4","4","","05-26-2026","05-26-2026","TXO - Texas OHV Manufacturing","1243.29","4973.16","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","05-20-2026","174371617","","1","1","84D713467P1","Bus Bar","5","","5","5","","06-02-2026","06-02-2026","TXO - Texas OHV Manufacturing","1243.29","6216.45","USD","Alfonso Escobar","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","09-21-2026","174320962","","1","1","8868241AAP16","Terminal 775/24","90","","90","90","","09-30-2026","09-30-2026","ELM-B10","15.42","1387.8","USD","James Green","Net 150 Qrtly","11-03-2025"
"ACCEPTED","S13010","08-06-2026","174478721","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","08-17-2026","08-17-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","03-20-2026"
"ACCEPTED","S13010","06-16-2026","174362214","","1","1","8834202G1","Armature","10","","10","10","","06-25-2026","06-25-2026","EEM-Erie Electronics Manufacturing","49.54","495.4","USD","James Green","Net 150 Qrtly","12-10-2025"
"ACCEPTED","S13010","09-23-2026","174398921","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","10-02-2026","10-02-2026","Z63 - Erie, PA","15.42","524.28","USD","James Green","Net 150 Qrtly","01-21-2026"
"ACCEPTED","S13010","07-17-2026","210445685","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","08-04-2026","08-04-2026","XMM - Monterrey","12.12","606","USD","Celina Hernandez","Net 150 Qrtly","03-02-2026"
"ACCEPTED","S13010","09-23-2026","174462968","","1","1","8868241AAP16","Terminal 775/24","38","","38","38","","10-02-2026","10-02-2026","Z63 - Erie, PA","15.42","585.96","USD","James Green","Net 150 Qrtly","03-10-2026"
"ACCEPTED","S13010","07-17-2026","210443405","","1","1","8868241AAP16","Terminal 775/24","400","","400","400","","08-04-2026","08-04-2026","XMM - BAF Laredo","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","01-22-2026"
"ACCEPTED","S13010","05-29-2026","210442301","","1","1","8868241AAP16","Terminal 775/24","100","","100","100","","06-16-2026","06-16-2026","XST - Saltillo Mfg","15.42","1542","USD","Edison Granados","Net 150 Qrtly","01-09-2026"
"ACCEPTED","S13010","07-13-2026","174300160","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","43","","43","43","","07-31-2026","07-31-2026","Wabtec Reno Warehouse","27.3","1173.9","USD","Valeria Parra","Net 150 Qrtly","10-15-2025"
"ACCEPTED","S13010","08-03-2026","174279370","","1","1","8868241AAP16","Terminal 775/24","36","","36","36","","08-12-2026","08-12-2026","ELM-B10","15.42","555.12","USD","James Green","Net 150 Qrtly","09-29-2025"
"ACCEPTED","S13010","06-04-2026","174281677","","1","1","8839974G1","Armature","40","","40","40","","06-15-2026","06-15-2026","EEM-Erie Electronics Manufacturing","12.3","492","USD","James Green","Net 150 Qrtly","10-01-2025"
"ACCEPTED","S13010","05-22-2026","210441595","","1","1","8868241AAP16","Terminal 775/24","100","","100","100","","06-09-2026","06-09-2026","XST - Saltillo Mfg","15.42","1542","USD","Edison Granados","Net 150 Qrtly","12-17-2025"
"ACCEPTED","S13010","10-26-2026","174495572","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","11-04-2026","11-04-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","03-31-2026"
"ACCEPTED","S13010","08-17-2026","174447630","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","08-26-2026","08-26-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","02-24-2026"
"ACCEPTED","S13010","11-09-2026","174399992","","1","1","8868241AAP16","Terminal 775/24","36","","36","36","","11-18-2026","11-18-2026","ELM-B10","15.42","555.12","USD","James Green","Net 150 Qrtly","01-21-2026"
"ACCEPTED","S13010","05-29-2026","210440007","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","06-16-2026","06-16-2026","XMM - BAF Laredo","15.42","771","USD","Celina Hernandez","Net 150 Qrtly","12-02-2025"
"ACCEPTED","S13010","09-17-2026","174404497","","1","1","8868241AAP16","Terminal 775/24","1020","","1020","1020","","10-02-2026","10-02-2026","Wabtec Plainfield Warehouse","15.42","15728.4","USD","Valeria Parra","Net 150 Qrtly","01-25-2026"
"ACCEPTED","S13010","07-10-2026","210445065","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","07-28-2026","07-28-2026","XMM - Monterrey","12.12","606","USD","Celina Hernandez","Net 150 Qrtly","02-20-2026"
"ACCEPTED","S13010","05-29-2026","210437811","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","06-16-2026","06-16-2026","XMM - BAF Laredo","15.42","771","USD","Celina Hernandez","Net 150 Qrtly","11-02-2025"
"ACCEPTED","S13010","11-24-2026","174320963","","1","1","8868241AAP16","Terminal 775/24","72","","72","72","","12-03-2026","12-03-2026","ELM-B10","15.42","1110.24","USD","James Green","Net 150 Qrtly","11-03-2025"
